1602182834
Date,Generic (AI_1),FlowMeter Rate (AI_2),FlowMeter Total (AI_2)
,PH,Flow,Flow
,pH,gal/min,gal
01/18/2024 09:44:04,     8.72,        97.03,  14984178.00,
01/18/2024 09:49:04,     8.91,        41.31,  14984295.00,
01/18/2024 09:54:04,     8.82,        25.94,  14984295.00,
01/18/2024 09:59:04,     8.74,        22.10,  14984382.00,
01/18/2024 10:04:04,     8.76,        14.41,  14984531.00,
01/18/2024 10:09:04,     8.46,        28.82,  14984531.00,
01/18/2024 10:14:04,     8.95,        24.02,  14984617.00,
01/18/2024 10:19:04,     8.80,        35.55,  14984730.00,
01/18/2024 10:24:04,     8.80,        18.25,  14984730.00,
01/18/2024 10:29:04,     8.82,        43.23,  14984730.00,
01/18/2024 10:34:04,     8.78,         8.65,  14984731.00,
01/18/2024 10:39:04,     8.70,        10.57,  14984731.00,
01/18/2024 10:44:04,     8.72,        21.14,  14984731.00,
01/18/2024 10:49:04,     8.25,        11.53,  14984731.00,
01/18/2024 10:54:04,     8.76,        22.10,  14984731.00,
01/18/2024 10:59:04,     8.76,        10.57,  14984731.00,
01/18/2024 11:04:04,     8.84,        20.17,  14984778.00,
01/18/2024 11:09:04,     8.82,        32.66,  14984778.00,
01/18/2024 11:14:04,     8.78,        52.84,  14984794.00,
01/18/2024 11:19:04,     8.80,        26.90,  14984803.00,
01/18/2024 11:24:04,     8.99,        37.47,  14984818.00,
01/18/2024 11:29:04,     8.82,         6.72,  14984818.00,
01/18/2024 11:34:04,     8.91,        28.82,  14984819.00,
01/18/2024 11:39:04,     8.76,        38.43,  14984819.00,
01/18/2024 11:44:04,     8.82,        15.37,  14984819.00,
01/18/2024 11:49:04,     8.86,        16.33,  14984819.00,
01/18/2024 11:54:04,     8.70,        18.25,  14984821.00,
01/18/2024 11:59:04,     8.86,        16.33,  14984821.00,
01/18/2024 12:04:04,     8.80,        17.29,  14984821.00,
01/18/2024 12:09:04,     8.86,        24.98,  14984821.00,
01/18/2024 12:14:04,     8.93,        20.17,  14984821.00,
01/18/2024 12:19:04,     8.74,        15.37,  14984821.00,
01/18/2024 12:24:04,     8.93,        18.25,  14984831.00,
01/18/2024 12:29:04,     8.84,        36.51,  14984831.00,
01/18/2024 12:34:04,     8.82,        25.94,  14984881.00,
01/18/2024 12:39:04,     8.89,        24.02,  14984882.00,
01/18/2024 12:44:04,     8.78,        32.66,  14984882.00,
01/18/2024 12:49:04,     8.84,        13.45,  14984892.00,
01/18/2024 12:54:04,     8.78,        32.66,  14984908.00,
01/18/2024 12:59:04,     8.89,        41.31,  14984908.00,
01/18/2024 13:04:04,     8.84,        16.33,  14984908.00,
01/18/2024 13:09:04,     8.84,        12.49,  14984908.00,
01/18/2024 13:14:04,     8.95,        37.47,  14984908.00,
01/18/2024 13:19:04,     8.74,        12.49,  14984908.00,
01/18/2024 13:24:04,     8.68,        27.86,  14984908.00,
01/18/2024 13:29:04,     8.91,        35.55,  14984908.00,
01/18/2024 13:34:04,     8.42,        28.82,  14984908.00,
01/18/2024 13:39:04,     8.84,        27.86,  14984908.00,
01/18/2024 13:44:04,     8.80,         9.61,  14984908.00,
01/18/2024 13:49:04,     8.56,        14.41,  14984908.00,
01/18/2024 13:54:04,     8.86,        29.78,  14984908.00,
01/18/2024 13:59:04,     8.84,         8.65,  14984908.00,
01/18/2024 14:04:04,     8.76,        13.45,  14984908.00,
01/18/2024 14:09:04,     8.97,        15.37,  14984908.00,
01/18/2024 14:14:04,     8.84,         2.88,  14984908.00,
01/18/2024 14:19:04,     8.89,         9.61,  14984908.00,
01/18/2024 14:24:04,     8.68,        29.78,  14984908.00,
01/18/2024 14:29:04,     8.76,        33.62,  14984908.00,
01/18/2024 14:34:04,     8.89,        16.33,  14984908.00,
01/18/2024 14:39:04,     8.93,        18.25,  14984908.00,
01/18/2024 14:44:04,     8.66,         7.69,  14984908.00,
01/18/2024 14:49:04,     8.27,        11.53,  14984908.00,
01/18/2024 14:54:04,     8.86,        37.47,  14984935.00,
01/18/2024 14:59:04,     8.86,         7.69,  14984935.00,
01/18/2024 15:04:04,     8.86,        27.86,  14984935.00,
01/18/2024 15:09:04,     8.58,        12.49,  14984935.00,
01/18/2024 15:14:04,     8.31,        23.06,  14984935.00,
01/18/2024 15:19:04,     8.80,        29.78,  14984967.00,
01/18/2024 15:24:04,     8.82,        16.33,  14984967.00,
01/18/2024 15:29:04,     8.76,        37.47,  14984967.00,
01/18/2024 15:34:04,     8.80,        25.94,  14985031.00,
01/18/2024 15:39:04,     8.89,        27.86,  14985031.00,
01/18/2024 15:44:04,     8.95,        40.35,  14985031.00,
01/18/2024 15:49:04,     8.80,        45.15,  14985176.00,
01/18/2024 15:54:04,     8.66,        10.57,  14985176.00,
01/18/2024 15:59:04,     8.76,        21.14,  14985353.00,
01/18/2024 16:04:04,     8.86,        26.90,  14985353.00,
01/18/2024 16:09:04,     8.74,        13.45,  14985353.00,
01/18/2024 16:14:04,     8.82,        20.17,  14985353.00,
01/18/2024 16:19:04,     8.82,        14.41,  14985353.00,
01/18/2024 16:24:04,     8.93,        32.66,  14985353.00,
01/18/2024 16:29:04,     8.54,        29.78,  14985359.00,
01/18/2024 16:34:04,     8.78,        10.57,  14985359.00,
01/18/2024 16:39:04,     8.78,        27.86,  14985359.00,
01/18/2024 16:44:04,     8.78,        18.25,  14985359.00,
01/18/2024 16:49:04,     8.76,        32.66,  14985359.00,
01/18/2024 16:54:04,     8.66,        12.49,  14985359.00,
01/18/2024 16:59:04,     8.25,        12.49,  14985359.00,
01/18/2024 17:04:04,     8.68,         6.72,  14985359.00,
01/18/2024 17:09:04,     8.97,         7.69,  14985359.00,
01/18/2024 17:14:04,     8.33,        13.45,  14985359.00,
01/18/2024 17:19:04,     8.58,         6.72,  14985360.00,
01/18/2024 17:24:04,     8.58,        11.53,  14985360.00,
01/18/2024 17:29:04,     8.76,        18.25,  14985360.00,
01/18/2024 17:34:04,     8.64,        14.41,  14985360.00,
01/18/2024 17:39:04,     8.62,        26.90,  14985360.00,
01/18/2024 17:44:04,     8.84,        15.37,  14985367.00,
01/18/2024 17:49:04,     8.80,        38.43,  14985367.00,
01/18/2024 17:54:04,     8.33,        21.14,  14985367.00,
01/18/2024 17:59:04,     8.78,        31.70,  14985374.00,
01/18/2024 18:04:04,     8.74,        12.49,  14985374.00,
01/18/2024 18:09:04,     8.99,        17.29,  14985374.00,
01/18/2024 18:14:04,     8.78,        32.66,  14985375.00,
01/18/2024 18:19:04,     8.76,         8.65,  14985375.00,
01/18/2024 18:24:04,     8.48,        22.10,  14985375.00,
01/18/2024 18:29:04,     8.95,        34.59,  14985416.00,
01/18/2024 18:34:04,     8.93,        10.57,  14985416.00,
01/18/2024 18:39:04,     8.80,        35.55,  14985416.00,
01/18/2024 18:44:04,     8.99,        34.59,  14985416.00,
01/18/2024 18:49:04,     8.44,        46.11,  14985416.00,
01/18/2024 18:54:04,     8.76,        24.02,  14985416.00,
01/18/2024 18:59:04,     8.64,        16.33,  14985416.00,
01/18/2024 19:04:04,     8.84,        49.96,  14985433.00,
01/18/2024 19:09:04,     8.72,        26.90,  14985433.00,
01/18/2024 19:14:04,     8.78,        13.45,  14985433.00,
01/18/2024 19:19:04,     8.84,        23.06,  14985433.00,
01/18/2024 19:24:04,     8.52,        20.17,  14985433.00,
01/18/2024 19:29:04,     8.70,        11.53,  14985433.00,
01/18/2024 19:34:04,     8.74,        32.66,  14985433.00,
01/18/2024 19:39:04,     8.68,        19.21,  14985433.00,
01/18/2024 19:44:04,     8.91,        20.17,  14985433.00,
01/18/2024 19:49:04,     8.78,        13.45,  14985433.00,
01/18/2024 19:54:04,     8.70,        11.53,  14985439.00,
01/18/2024 19:59:04,     8.80,        10.57,  14985439.00,
01/18/2024 20:04:04,     8.93,        20.17,  14985440.00,
01/18/2024 20:09:04,     8.56,        11.53,  14985440.00,
01/18/2024 20:14:04,     8.91,        34.59,  14985440.00,
01/18/2024 20:19:04,     8.84,        24.98,  14985440.00,
01/18/2024 20:24:04,     8.58,         8.65,  14985458.00,
01/18/2024 20:29:04,     8.89,        29.78,  14985563.00,
01/18/2024 20:34:04,     8.80,         6.72,  14985563.00,
01/18/2024 20:39:04,     8.72,        14.41,  14985563.00,
01/18/2024 20:44:04,     8.76,        35.55,  14985563.00,
01/18/2024 20:49:04,     8.74,        10.57,  14985563.00,
01/18/2024 20:54:04,     8.93,        14.41,  14985563.00,
01/18/2024 20:59:04,     8.82,        14.41,  14985563.00,
01/18/2024 21:04:04,     8.86,         7.69,  14985563.00,
01/18/2024 21:09:04,     8.54,        16.33,  14985563.00,
01/18/2024 21:14:04,     8.21,        18.25,  14985563.00,
01/18/2024 21:19:04,     8.70,         8.65,  14985666.00,
01/18/2024 21:24:04,     8.89,         6.72,  14985666.00,
01/18/2024 21:29:04,     8.72,        15.37,  14985666.00,
01/18/2024 21:34:04,     8.84,         8.65,  14985666.00,
01/18/2024 21:39:04,     8.60,        11.53,  14985666.00,
01/18/2024 21:44:04,     8.68,         5.76,  14985666.00,
01/18/2024 21:49:04,     8.89,        39.39,  14985667.00,
01/18/2024 21:54:04,     8.91,         8.65,  14985667.00,
01/18/2024 21:59:04,     8.72,        21.14,  14985667.00,
01/18/2024 22:04:04,     8.76,         2.88,  14985667.00,
01/18/2024 22:09:04,     8.74,        29.78,  14985667.00,
01/18/2024 22:14:04,     8.33,        31.70,  14985667.00,
01/18/2024 22:19:04,     8.68,        20.17,  14985667.00,
01/18/2024 22:24:04,     8.97,        24.02,  14985667.00,
01/18/2024 22:29:04,     8.46,        12.49,  14985667.00,
01/18/2024 22:34:04,     8.31,        19.21,  14985667.00,
01/18/2024 22:39:04,     8.84,         9.61,  14985693.00,
01/18/2024 22:44:04,     8.70,        14.41,  14985693.00,
01/18/2024 22:49:04,     8.84,        30.74,  14985693.00,
01/18/2024 22:54:04,     8.82,         9.61,  14985693.00,
01/18/2024 22:59:04,     8.66,        15.37,  14985693.00,
01/18/2024 23:04:04,     8.72,        16.33,  14985693.00,
01/18/2024 23:09:04,     8.86,        37.47,  14985693.00,
01/18/2024 23:14:04,     8.84,        20.17,  14985693.00,
01/18/2024 23:19:04,     8.31,        26.90,  14985693.00,
01/18/2024 23:24:04,     8.64,        12.49,  14985702.00,
01/18/2024 23:29:04,     8.76,        34.59,  14985712.00,
01/18/2024 23:34:04,     8.84,        28.82,  14985712.00,
01/18/2024 23:39:04,     8.97,        17.29,  14985712.00,
01/18/2024 23:44:04,     8.82,        26.90,  14985712.00,
01/18/2024 23:49:04,     8.91,        21.14,  14985712.00,
01/18/2024 23:54:04,     8.74,        18.25,  14985712.00,
01/18/2024 23:59:04,     8.80,        29.78,  14985737.00,
01/19/2024 00:04:04,     8.78,        24.98,  14985738.00,
01/19/2024 00:09:04,     8.84,        17.29,  14985738.00,
01/19/2024 00:14:04,     8.84,        12.49,  14985738.00,
01/19/2024 00:19:04,     8.78,        32.66,  14985900.00,
01/19/2024 00:24:04,     8.84,        22.10,  14985908.00,
01/19/2024 00:29:04,     8.93,        22.10,  14985908.00,
01/19/2024 00:34:04,     9.03,        63.41,  14985980.00,
01/19/2024 00:39:04,     8.78,        13.45,  14986062.00,
01/19/2024 00:44:04,     8.91,        15.37,  14986062.00,
01/19/2024 00:49:05,     8.82,        18.25,  14986062.00,
01/19/2024 00:54:05,     8.86,        13.45,  14986062.00,
01/19/2024 00:59:05,     8.86,        18.25,  14986062.00,
01/19/2024 01:04:05,     8.68,        16.33,  14986062.00,
01/19/2024 01:09:05,     8.80,        13.45,  14986062.00,
01/19/2024 01:14:05,     8.86,        20.17,  14986062.00,
01/19/2024 01:19:05,     8.86,        22.10,  14986062.00,
01/19/2024 01:24:05,     8.89,        11.53,  14986062.00,
01/19/2024 01:29:05,     8.82,        30.74,  14986062.00,
01/19/2024 01:34:05,     8.74,         7.69,  14986062.00,
01/19/2024 01:39:05,     8.78,        11.53,  14986062.00,
01/19/2024 01:44:05,     8.80,        25.94,  14986062.00,
01/19/2024 01:49:05,     8.78,        45.15,  14986141.00,
01/19/2024 01:54:05,     8.91,        14.41,  14986141.00,
01/19/2024 01:59:05,     8.78,        42.27,  14986141.00,
01/19/2024 02:04:05,     8.82,        32.66,  14986142.00,
01/19/2024 02:09:05,     8.80,        15.37,  14986142.00,
01/19/2024 02:14:05,     8.93,        30.74,  14986142.00,
01/19/2024 02:19:05,     8.78,        21.14,  14986142.00,
01/19/2024 02:24:05,     8.86,        26.90,  14986142.00,
01/19/2024 02:29:05,     8.86,        49.00,  14986150.00,
01/19/2024 02:34:05,     8.68,        13.45,  14986158.00,
01/19/2024 02:39:05,     8.74,        33.62,  14986158.00,
01/19/2024 02:44:05,     8.89,        42.27,  14986158.00,
01/19/2024 02:49:05,     8.93,        16.33,  14986158.00,
01/19/2024 02:54:05,     8.84,         7.69,  14986158.00,
01/19/2024 02:59:05,     8.93,        32.66,  14986158.00,
01/19/2024 03:04:05,     8.86,        45.15,  14986158.00,
01/19/2024 03:09:05,     8.86,         4.80,  14986158.00,
01/19/2024 03:14:05,     8.97,         9.61,  14986158.00,
01/19/2024 03:19:05,     8.70,        35.55,  14986158.00,
01/19/2024 03:24:05,     8.52,        45.15,  14986159.00,
01/19/2024 03:29:05,     8.86,        22.10,  14986159.00,
01/19/2024 03:34:05,     8.80,        19.21,  14986159.00,
01/19/2024 03:39:05,     8.95,        29.78,  14986159.00,
01/19/2024 03:44:05,     8.82,        34.59,  14986159.00,
01/19/2024 03:49:05,     8.89,         6.72,  14986159.00,
01/19/2024 03:54:05,     8.82,         2.88,  14986159.00,
01/19/2024 03:59:05,     8.82,        11.53,  14986159.00,
01/19/2024 04:04:05,     8.86,        12.49,  14986159.00,
01/19/2024 04:09:05,     8.84,         8.65,  14986159.00,
01/19/2024 04:14:05,     8.93,        31.70,  14986159.00,
01/19/2024 04:19:05,     8.93,        15.37,  14986159.00,
01/19/2024 04:24:05,     8.74,        16.33,  14986159.00,
01/19/2024 04:29:05,     8.72,        34.59,  14986159.00,
01/19/2024 04:34:05,     8.72,        15.37,  14986159.00,
01/19/2024 04:39:05,     8.84,        37.47,  14986159.00,
01/19/2024 04:44:05,     8.80,        24.98,  14986159.00,
01/19/2024 04:49:05,     8.91,         7.69,  14986159.00,
01/19/2024 04:54:05,     8.70,        27.86,  14986159.00,
01/19/2024 04:59:05,     8.86,        21.14,  14986159.00,
01/19/2024 05:04:06,     9.03,        12.49,  14986159.00,
01/19/2024 05:09:06,     8.89,        20.17,  14986159.00,
01/19/2024 05:14:06,     8.86,        29.78,  14986159.00,
01/19/2024 05:19:06,     8.95,         8.65,  14986159.00,
01/19/2024 05:24:06,     8.97,         6.72,  14986159.00,
01/19/2024 05:29:06,     8.78,        30.74,  14986159.00,
01/19/2024 05:34:06,     9.01,        12.49,  14986169.00,
01/19/2024 05:39:06,     8.82,        14.41,  14986169.00,
01/19/2024 05:44:06,     8.84,         7.69,  14986169.00,
01/19/2024 05:49:06,     8.89,         6.72,  14986169.00,
01/19/2024 05:54:06,     8.91,        16.33,  14986169.00,
01/19/2024 05:59:06,     8.74,        23.06,  14986169.00,
01/19/2024 06:04:06,     8.91,         3.84,  14986169.00,
01/19/2024 06:09:06,     8.86,        26.90,  14986169.00,
01/19/2024 06:14:06,     8.86,         3.84,  14986169.00,
01/19/2024 06:19:06,     8.91,        11.53,  14986169.00,
01/19/2024 06:24:06,     8.91,         3.84,  14986169.00,
01/19/2024 06:29:06,     8.86,         1.92,  14986169.00,
01/19/2024 06:34:06,     8.72,         5.76,  14986169.00,
01/19/2024 06:39:06,     8.97,         3.84,  14986169.00,
01/19/2024 06:44:06,     8.89,         3.84,  14986169.00,
01/19/2024 06:49:06,     8.78,         3.84,  14986169.00,
01/19/2024 06:54:06,     8.82,        24.98,  14986169.00,
01/19/2024 06:59:06,     8.66,        11.53,  14986169.00,
01/19/2024 07:04:06,     8.84,         6.72,  14986169.00,
01/19/2024 07:09:06,     8.91,        29.78,  14986169.00,
01/19/2024 07:14:06,     8.89,        13.45,  14986169.00,
01/19/2024 07:19:06,     8.74,        11.53,  14986169.00,
01/19/2024 07:24:06,     8.76,        18.25,  14986169.00,
01/19/2024 07:29:06,     8.91,        24.98,  14986169.00,
01/19/2024 07:34:06,     9.01,        10.57,  14986169.00,
01/19/2024 07:39:06,     8.82,        22.10,  14986169.00,
01/19/2024 07:44:06,     8.95,        28.82,  14986169.00,
01/19/2024 07:49:06,     8.97,        40.35,  14986171.00,
01/19/2024 07:54:06,     8.76,         2.88,  14986181.00,
01/19/2024 07:59:06,     8.82,         3.84,  14986181.00,
01/19/2024 08:04:06,     8.95,        61.48,  14986487.00,
01/19/2024 08:09:06,     8.89,        31.70,  14986649.00,
01/19/2024 08:14:06,     8.82,        14.41,  14986779.00,
01/19/2024 08:19:06,     9.05,        27.86,  14986780.00,
01/19/2024 08:24:06,     9.01,        24.02,  14986787.00,
01/19/2024 08:29:06,     8.84,        13.45,  14986787.00,
01/19/2024 08:34:06,     8.54,        24.02,  14986787.00,
01/19/2024 08:39:06,     8.54,        34.59,  14986787.00,
01/19/2024 08:44:06,     8.70,        12.49,  14986787.00,
01/19/2024 08:49:06,     8.89,        12.49,  14986787.00,
01/19/2024 08:54:06,     8.74,        14.41,  14986787.00,
01/19/2024 08:59:06,     8.76,        24.98,  14986874.00,
01/19/2024 09:04:06,     8.78,        27.86,  14986908.00,
01/19/2024 09:09:06,     8.91,        24.02,  14986908.00,
01/19/2024 09:14:06,     8.80,        37.47,  14986908.00,
01/19/2024 09:19:06,     8.91,        22.10,  14986915.00,
01/19/2024 09:24:06,     8.72,        17.29,  14986915.00,
01/19/2024 09:29:06,     8.56,       105.68,  14986952.00,
01/19/2024 09:34:06,     8.80,        51.88,  14987141.00,
01/19/2024 09:39:06,     8.66,        63.41,  14987201.00,
01/19/2024 09:44:06,     8.91,        17.29,  14987230.00,
01/19/2024 09:49:06,     8.89,        28.82,  14987348.00,
01/19/2024 09:54:06,     8.76,        12.49,  14987350.00,
01/19/2024 09:59:06,     8.56,        18.25,  14987350.00,
01/19/2024 10:04:06,     8.93,         9.61,  14987350.00,
01/19/2024 10:09:06,     8.78,        27.86,  14987350.00,
01/19/2024 10:14:06,     8.74,        14.41,  14987350.00,
01/19/2024 10:19:06,     8.70,        17.29,  14987430.00,
01/19/2024 10:24:06,     8.82,         9.61,  14987430.00,
01/19/2024 10:29:06,     9.03,        21.14,  14987509.00,
01/19/2024 10:34:06,     8.82,        40.35,  14987509.00,
01/19/2024 10:39:06,     8.89,        18.25,  14987509.00,
01/19/2024 10:44:06,     8.78,         6.72,  14987509.00,
01/19/2024 10:49:06,     8.76,         3.84,  14987509.00,
01/19/2024 10:54:06,     8.95,        12.49,  14987509.00,
01/19/2024 10:59:06,     8.74,        22.10,  14987509.00,
01/19/2024 11:04:06,     8.91,        21.14,  14987517.00,
01/19/2024 11:09:06,     8.84,        16.33,  14987517.00,
01/19/2024 11:14:06,     8.64,        52.84,  14987519.00,
01/19/2024 11:19:06,     8.91,        40.35,  14987611.00,
01/19/2024 11:24:06,     8.80,         8.65,  14987611.00,
01/19/2024 11:29:06,     8.70,        13.45,  14987611.00,
01/19/2024 11:34:06,     8.84,        14.41,  14987645.00,
01/19/2024 11:39:06,     8.86,        14.41,  14987645.00,
01/19/2024 11:44:06,     8.86,        24.98,  14987645.00,
01/19/2024 11:49:06,     8.68,        32.66,  14987645.00,
01/19/2024 11:54:06,     8.80,        32.66,  14987645.00,
01/19/2024 11:59:06,     8.82,        25.94,  14987645.00,
01/19/2024 12:04:06,     8.84,        17.29,  14987645.00,
01/19/2024 12:09:06,     8.89,        42.27,  14987645.00,
01/19/2024 12:14:06,     8.64,        27.86,  14987672.00,
01/19/2024 12:19:06,     8.44,        34.59,  14987672.00,
01/19/2024 12:24:06,     8.80,        25.94,  14987680.00,
01/19/2024 12:29:06,     8.78,        14.41,  14987680.00,
01/19/2024 12:34:06,     8.68,         7.69,  14987680.00,
01/19/2024 12:39:06,     8.68,        20.17,  14987680.00,
01/19/2024 12:44:06,     8.74,         9.61,  14987680.00,
01/19/2024 12:49:06,     8.86,         5.76,  14987680.00,
01/19/2024 12:54:06,     8.82,        51.88,  14987681.00,
01/19/2024 12:59:06,     8.62,        17.29,  14987681.00,
01/19/2024 13:04:06,     8.60,        17.29,  14987681.00,
01/19/2024 13:09:06,     8.80,        13.45,  14987687.00,
01/19/2024 13:14:06,     8.76,        24.98,  14987687.00,
01/19/2024 13:19:06,     8.93,        26.90,  14987687.00,
01/19/2024 13:24:06,     8.93,         6.72,  14987687.00,
01/19/2024 13:29:07,     8.84,         7.69,  14987687.00,
01/19/2024 13:34:08,     8.74,        53.80,  14987703.00,
01/19/2024 13:39:08,     8.38,        38.43,  14987766.00,
01/19/2024 13:44:08,     8.74,        15.37,  14987766.00,
01/19/2024 13:49:08,     8.80,         7.69,  14987766.00,
01/19/2024 13:54:08,     8.50,        24.02,  14987766.00,
01/19/2024 13:59:08,     8.54,        22.10,  14987766.00,
01/19/2024 14:04:08,     8.68,        14.41,  14987766.00,
01/19/2024 14:09:08,     8.74,        10.57,  14987766.00,
01/19/2024 14:14:08,     8.74,        10.57,  14987766.00,
01/19/2024 14:19:08,     8.76,        11.53,  14987772.00,
01/19/2024 14:24:08,     8.93,         9.61,  14987772.00,
01/19/2024 14:29:08,     8.78,        21.14,  14987772.00,
01/19/2024 14:34:08,     8.76,        24.02,  14987772.00,
01/19/2024 14:39:08,     8.82,        21.14,  14987772.00,
01/19/2024 14:44:08,     8.82,        25.94,  14987772.00,
01/19/2024 14:49:08,     8.86,        30.74,  14987772.00,
01/19/2024 14:54:08,     8.80,        10.57,  14987772.00,
01/19/2024 14:59:08,     8.89,        33.62,  14987772.00,
01/19/2024 15:04:08,     8.70,         9.61,  14987772.00,
01/19/2024 15:09:08,     8.93,         9.61,  14987772.00,
01/19/2024 15:14:08,     8.82,        46.11,  14987772.00,
01/19/2024 15:19:08,     8.64,        13.45,  14987772.00,
01/19/2024 15:24:08,     8.60,        24.02,  14987772.00,
01/19/2024 15:29:08,     8.64,        16.33,  14987773.00,
01/19/2024 15:34:08,     8.31,        38.43,  14987773.00,
01/19/2024 15:39:08,     8.78,        91.27,  14987867.00,
01/19/2024 15:44:08,     8.50,         6.72,  14987959.00,
01/19/2024 15:49:08,     8.76,        32.66,  14987959.00,
01/19/2024 15:54:08,     8.72,        18.25,  14987959.00,
01/19/2024 15:59:08,     8.80,        35.55,  14987959.00,
01/19/2024 16:04:08,     8.80,        21.14,  14987959.00,
01/19/2024 16:09:08,     8.78,        14.41,  14987959.00,
01/19/2024 16:14:08,     8.72,        10.57,  14987959.00,
01/19/2024 16:19:08,     8.89,         9.61,  14987959.00,
01/19/2024 16:24:08,     8.80,        12.49,  14987959.00,
01/19/2024 16:29:08,     8.82,         9.61,  14987959.00,
01/19/2024 16:34:08,     8.84,         6.72,  14987959.00,
01/19/2024 16:39:08,     8.54,        24.02,  14987959.00,
01/19/2024 16:44:08,     8.66,         7.69,  14987959.00,
01/19/2024 16:49:08,     8.74,        17.29,  14987959.00,
01/19/2024 16:54:08,     8.99,        40.35,  14987959.00,
01/19/2024 16:59:08,     8.80,         7.69,  14987959.00,
01/19/2024 17:04:08,     8.89,        24.98,  14987959.00,
01/19/2024 17:09:08,     8.74,        11.53,  14987960.00,
01/19/2024 17:14:08,     8.44,         2.88,  14987960.00,
01/19/2024 17:19:08,     8.76,        27.86,  14987960.00,
01/19/2024 17:24:08,     8.60,        17.29,  14987960.00,
01/19/2024 17:29:08,     8.78,         8.65,  14987960.00,
01/19/2024 17:34:08,     8.89,        11.53,  14987960.00,
01/19/2024 17:39:08,     8.62,         7.69,  14987960.00,
01/19/2024 17:44:08,     8.58,        26.90,  14987960.00,
01/19/2024 17:49:08,     8.82,        25.94,  14987960.00,
01/19/2024 17:54:08,     8.89,        30.74,  14987960.00,
01/19/2024 17:59:08,     8.80,        11.53,  14987960.00,
01/19/2024 18:04:08,     8.66,         9.61,  14987960.00,
01/19/2024 18:09:08,     8.62,        19.21,  14987960.00,
01/19/2024 18:14:08,     8.72,        10.57,  14987960.00,
01/19/2024 18:19:08,     8.68,        34.59,  14987960.00,
01/19/2024 18:24:08,     8.76,        57.64,  14987977.00,
01/19/2024 18:29:08,     8.82,         6.72,  14987977.00,
01/19/2024 18:34:08,     8.68,        12.49,  14987977.00,
01/19/2024 18:39:08,     8.86,        20.17,  14987992.00,
01/19/2024 18:44:08,     8.93,        10.57,  14987992.00,
01/19/2024 18:49:08,     8.93,        26.90,  14987992.00,
01/19/2024 18:54:08,     8.82,        21.14,  14987992.00,
01/19/2024 18:59:08,     8.80,        28.82,  14987992.00,
01/19/2024 19:04:08,     8.78,        31.70,  14987992.00,
01/19/2024 19:09:08,     8.78,        27.86,  14988006.00,
01/19/2024 19:14:08,     8.78,        15.37,  14988006.00,
01/19/2024 19:19:08,     8.56,        19.21,  14988006.00,
01/19/2024 19:24:08,     8.91,        44.19,  14988013.00,
01/19/2024 19:29:08,     9.03,        23.06,  14988013.00,
01/19/2024 19:34:08,     8.95,        19.21,  14988013.00,
01/19/2024 19:39:08,     8.84,         3.84,  14988013.00,
01/19/2024 19:44:08,     8.74,        29.78,  14988013.00,
01/19/2024 19:49:08,     8.74,        83.58,  14988041.00,
01/19/2024 19:54:08,     8.91,        27.86,  14988135.00,
01/19/2024 19:59:08,     8.93,        27.86,  14988135.00,
01/19/2024 20:04:08,     8.84,        31.70,  14988135.00,
01/19/2024 20:09:08,     8.84,        12.49,  14988135.00,
01/19/2024 20:14:08,     8.74,        12.49,  14988135.00,
01/19/2024 20:19:08,     8.78,        24.02,  14988135.00,
01/19/2024 20:24:08,     8.84,        19.21,  14988135.00,
01/19/2024 20:29:08,     8.84,         7.69,  14988135.00,
01/19/2024 20:34:08,     8.91,         9.61,  14988135.00,
01/19/2024 20:39:08,     8.60,        13.45,  14988135.00,
01/19/2024 20:44:08,     8.72,         5.76,  14988135.00,
01/19/2024 20:49:08,     8.70,         8.65,  14988135.00,
01/19/2024 20:54:08,     8.97,        30.74,  14988135.00,
01/19/2024 20:59:09,     8.70,        10.57,  14988135.00,
01/19/2024 21:04:10,     8.78,        11.53,  14988222.00,
01/19/2024 21:09:10,     8.93,        20.17,  14988222.00,
01/19/2024 21:14:10,     8.80,        24.98,  14988222.00,
01/19/2024 21:19:10,     8.78,        10.57,  14988222.00,
01/19/2024 21:24:10,     8.91,        20.17,  14988222.00,
01/19/2024 21:29:10,     8.89,        10.57,  14988222.00,
01/19/2024 21:34:10,     8.23,        24.02,  14988223.00,
01/19/2024 21:39:10,     8.74,         6.72,  14988223.00,
01/19/2024 21:44:10,     8.78,        10.57,  14988223.00,
01/19/2024 21:49:10,     8.76,         7.69,  14988223.00,
01/19/2024 21:54:10,     8.82,        14.41,  14988345.00,
01/19/2024 21:59:10,     8.66,        20.17,  14988346.00,
01/19/2024 22:04:10,     8.91,        22.10,  14988346.00,
01/19/2024 22:09:11,     8.99,        24.02,  14988468.00,
01/19/2024 22:14:11,     8.70,        31.70,  14988468.00,
01/19/2024 22:19:11,     8.89,        41.31,  14988468.00,
01/19/2024 22:24:11,     8.82,        20.17,  14988468.00,
01/19/2024 22:29:11,     8.80,        26.90,  14988468.00,
01/19/2024 22:34:11,     8.99,        19.21,  14988468.00,
01/19/2024 22:39:11,     8.76,         9.61,  14988468.00,
01/19/2024 22:44:11,     8.84,        10.57,  14988468.00,
01/19/2024 22:49:11,     8.95,        46.11,  14988472.00,
01/19/2024 22:54:11,     8.95,        17.29,  14988472.00,
01/19/2024 22:59:11,     8.91,        25.94,  14988472.00,
01/19/2024 23:04:11,     8.82,        34.59,  14988472.00,
